21	22	15	21	20	16	16	20	19	23	24	25	195	25	18	18
79	44	16	38	25	18	18	17	769	27	20	22	20	40	18	30
21	19	16	21	20	18	17	20	20	22	57	29	29	124	30	16
19	25	15	36	21	36	93	19	18	23	16	22	21	21	16	19
20	161	17	21	20	23	18	19	19	22	18	21	22	21	16	17
21	20	15	22	21	20	17	19	19	45	70	32	20	25	427	21
19	19	16	23	19	19	18	15	19	24	17	1064	18	22	21	18
20	19	17	20	21	18	15	19	21	41	41	25	25	21	74	38
20	18	16	23	20	18	17	18	20	23	131	33	24	30	29	18
20	21	15	21	21	19	17	16	21	22	30	22	21	97	19	19
19	18	16	20	19	19	18	18	21	44	102	30	27	30	29	25
38	23	16	24	24	22	16	16	21	41	22	21	29	28	21	49
146	24	17	23	25	40	17	20	48	46	23	57	36	29	19	31
20	17	17	25	26	17	16	18	21	23	36	196	30	22	47	19
20	24	15	21	21	17	15	16	20	28	44	20	18	21	54	19
18	21	16	20	20	20	16	17	21	25	78	28	21	763	19	19
18	39	17	25	21	18	16	99	22	22	15	20	20	21	18	20
72	77	16	47	28	20	16	21	34	24	18	21	21	42	17	21
20	19	17	27	36	30	16	18	27	95	942	557	200	287	1569	64
19	20	15	19	20	19	17	18	19	22	21	22	20	98	18	16
22	24	15	22	20	17	18	14	20	83	206	72	46	64	1413	30
21	147	16	31	22	27	16	32	20	24	16	21	19	21	17	18
20	21	15	20	21	20	18	18	19	22	75	44	45	26	34	18
180	17	16	19	21	22	17	18	27	34	18	21	20	21	18	19
209	51	16	43	50	38	17	29	95	23	16	28	41	38	16	20
19	21	15	23	19	21	16	15	20	55	32	28	26	21	19	169
21	19	15	19	28	43	18	19	29	101	139	84	42	28	33	1882
19	20	15	22	18	19	17	16	18	30	80	35	23	41	75	18
19	22	16	22	19	17	18	16	21	25	56	22	26	210	22	19
67	20	16	31	39	28	18	17	37	208	32	46	67	96	37	113
53	53	16	41	24	18	16	19	28	18	18	20	19	34	20	18
19	24	16	28	52	616	18	18	18	20	19	18	21	21	19	19
20	28	15	97	36	45	37	20	19	22	15	20	18	20	17	18
20	180	16	94	43	52	162	126	21	21	20	19	29	24	18	18
245	24	16	19	21	35	15	24	31	37	21	27	20	21	16	19
121	24	15	27	27	32	16	22	77	23	16	20	27	27	17	17
96	19	14	37	23	21	18	19	68	54	17	28	65	51	25	60
21	22	16	31	19	19	16	18	19	46	3021	90	28	75	110	62
20	19	17	110	21	18	19	19	20	22	16	21	20	21	17	18
20	20	16	20	19	16	17	18	21	87	21	20	23	27	24	31
20	18	17	26	33	21	15	17	18	33	67	118	21	45	54	42
80	141	16	48	53	69	16	81	37	21	16	22	37	28	16	18
22	51	16	22	23	27	19	24	17	25	370	27	20	41	29	26
19	20	16	20	20	16	19	18	22	21	18	697	20	21	21	19
19	19	15	22	18	17	17	15	19	31	266	146	244	114	76	22
20	19	17	21	21	16	16	17	21	34	30	24	19	21	19	887
20	20	17	20	20	18	16	18	20	35	75	33	28	61	116	21
19	36	17	40	31	138	59	18	21	25	20	24	20	22	18	18
18	21	15	20	19	19	16	18	20	34	48	29	22	23	26	19
19	21	14	40	73	201	21	19	17	23	18	21	20	19	16	17
24	22	15	29	20	18	19	17	21	93	18	21	27	42	27	55
20	23	16	21	19	18	17	17	20	23	195	30	19	27	34	26
20	18	17	20	20	18	18	18	19	34	28	20	19	21	95	17
19	21	15	21	19	21	20	19	20	47	19	23	22	25	88	25
20	19	17	19	20	17	16	17	19	22	72	119	27	29	31	22
19	21	17	342	18	16	20	17	21	20	20	20	20	21	18	19
19	20	16	20	22	18	15	20	19	29	38	32	22	22	18	1186
19	21	16	18	20	19	17	16	19	30	30	23	18	22	28	259
18	18	15	20	27	18	18	14	19	26	76	25	23	557	21	19
20	20	16	150	21	18	16	16	18	22	15	20	18	21	19	20
284	24	16	25	20	25	19	17	22	31	37	36	20	30	121	22
30	20	15	27	27	23	17	18	25	174	40	43	61	72	43	91
21	18	15	22	18	17	18	19	20	60	25	23	39	27	21	48
25	35	17	22	28	37	17	33	27	21	16	25	26	21	17	20
19	21	15	21	25	346	16	19	19	23	18	19	19	20	19	19
18	24	17	24	20	249	16	15	21	21	17	22	21	21	17	18
18	18	16	22	20	17	17	18	19	104	34	25	31	34	27	40
21	83	17	34	29	23	23	67	19	23	15	21	19	21	17	16
19	82	15	21	19	22	16	31	22	22	16	21	19	22	17	15
385	162	16	105	90	84	27	88	553	34	21	41	68	70	26	36
19	19	15	19	19	17	18	17	20	29	58	29	27	44	66	22
25	40	16	34	30	17	17	51	20	22	17	19	19	21	20	19
21	16	17	21	23	18	15	18	20	115	24	21	24	23	27	26
21	23	16	22	19	19	18	15	19	282	35	24	32	41	39	39
21	26	16	37	34	81	34	18	20	22	18	20	19	20	17	20
18	19	16	20	18	19	19	17	22	23	39	33	41	58	43	24
24	315	14	24	23	47	22	38	19	21	16	21	20	18	18	17
807	18	15	20	28	39	17	34	40	33	14	33	30	20	16	20
19	62	15	51	18	34	280	17	21	22	15	22	22	25	19	17
21	32	17	55	69	61	36	18	19	24	19	19	20	24	18	18
20	20	16	41	35	47	42	16	20	22	18	22	20	21	18	17
18	18	16	18	20	17	16	19	20	39	185	53	29	37	33	35
106	20	15	51	38	23	18	17	39	47	33	26	76	105	58	105
20	22	15	20	23	18	17	16	18	167	53	36	36	59	60	78
21	51	17	45	29	120	47	18	20	21	18	21	21	22	18	18
20	20	16	19	21	17	16	19	21	60	41	34	27	37	23	116
107	49	17	42	44	17	15	18	390	25	14	21	26	21	18	30
20	36	16	30	20	24	51	33	19	23	20	22	19	24	17	17
20	21	16	23	24	1625	20	18	20	21	16	21	22	22	15	18
19	226	15	28	23	33	37	34	20	22	17	19	25	22	18	20
19	20	16	22	19	18	15	17	21	28	83	29	25	1047	26	21
21	19	16	20	19	19	17	15	20	34	30	29	19	22	18	1069
20	21	17	20	22	20	16	17	18	57	220	73	87	261	146	25
23	61	17	40	28	24	29	54	22	22	17	20	19	21	19	18
19	18	17	21	19	16	16	18	20	22	23	21	20	21	18	790
21	61	16	28	29	19	18	45	19	22	16	20	21	21	17	19
20	19	15	21	20	19	17	18	18	91	14	22	22	33	24	32
20	19	17	20	20	17	16	17	21	24	180	19	18	23	23	22
362	24	16	23	19	22	18	17	20	24	17	21	20	18	19	19
20	39	16	231	307	165	26	20	20	22	15	21	28	22	19	17
20	18	17	19	20	19	14	16	21	24	39	25	25	118	29	20
21	17	16	20	21	17	17	17	21	24	65	51	22	32	21	19
20	26	15	20	23	18	19	16	16	45	140	59	59	50	43	34
55	161	14	89	45	38	30	414	21	23	16	23	24	28	18	19
41	1313	17	25	24	59	38	54	20	22	17	22	24	21	18	17
20	21	17	22	20	19	17	17	18	29	19	20	21	21	20	80
78	57	17	49	38	27	16	21	54	24	19	20	32	31	20	22
103	374	16	101	93	70	36	151	39	23	16	22	33	37	17	18
18	19	17	22	19	18	18	17	21	24	25	26	92	23	21	19
18	20	17	20	18	17	16	17	20	35	73	39	41	47	36	25
20	19	16	22	21	19	18	19	21	31	52	23	19	35	113	18
20	19	16	19	22	18	17	15	17	31	59	22	21	173	32	18
19	23	16	234	116	50	36	18	19	25	16	19	21	20	17	20
49	18	16	27	21	19	16	16	24	37	17	23	31	39	22	48
20	19	15	19	19	18	17	19	19	24	26	21	21	308	19	18
55	21	16	29	49	42	15	17	46	179	521	311	887	302	384	345
20	21	17	21	20	19	16	15	18	24	95	41	31	117	103	21
20	26	17	164	58	52	48	22	19	24	17	22	20	21	17	18
20	18	17	22	22	19	16	17	18	25	45	22	18	21	153	19
20	1540	18	21	22	40	32	45	22	21	16	22	21	22	18	18
20	23	18	25	26	19	17	16	19	25	111	186	24	39	101	38
19	112	16	33	38	34	24	72	20	25	14	20	21	20	15	19
21	19	16	21	22	18	17	17	20	45	17	20	29	34	22	42
29	103	16	33	42	35	20	64	26	22	18	22	21	21	17	18
19	20	16	20	19	18	18	17	19	23	17	408	19	22	17	20
19	21	17	201	21	19	17	18	19	24	16	21	19	22	17	16
21	19	17	21	21	17	15	20	23	46	56	30	28	39	46	33
19	20	16	22	18	18	17	17	20	22	45	22	23	56	43	16
20	164	16	82	39	50	46	42	20	25	16	21	20	25	17	19
19	23	15	21	20	17	18	17	20	28	50	31	27	35	29	17
20	20	15	21	21	18	18	16	19	22	23	22	71	42	18	18
18	21	15	19	20	20	17	16	21	39	116	52	61	57	62	34
19	21	16	20	21	18	18	18	21	80	31	23	27	30	34	46
22	21	17	17	20	17	17	16	20	23	37	26	21	21	79	54
21	206	15	22	23	43	23	52	21	23	15	23	26	20	16	18
28	353	15	21	18	34	23	33	18	23	17	21	21	19	18	18
20	19	17	20	22	20	16	19	19	33	103	24	27	24	24	25
21	286	16	20	20	30	26	20	18	21	18	21	19	21	17	16
20	20	16	22	19	18	16	17	20	61	55	31	30	28	18	201
19	20	15	22	19	18	15	19	20	53	22	23	22	27	26	26
17	21	17	20	19	17	15	18	21	68	101	28	44	37	36	45
20	18	16	22	19	18	14	17	19	22	19	20	148	29	18	18
20	23	17	485	20	19	23	19	21	21	17	20	19	22	15	19
38	21	16	42	24	17	17	19	63	20	16	18	23	31	18	32
21	22	15	20	21	20	18	17	18	45	55	35	33	36	50	65
20	23	16	26	31	19	16	16	27	180	1839	196	250	191	411	545
19	52	16	49	20	48	518	21	19	20	16	21	21	21	17	17
19	19	17	29	28	27	17	18	20	147	566	129	184	182	211	173
18	21	14	20	20	18	16	17	19	71	62	25	43	34	42	55
17	32	17	28	19	18	575	17	19	24	16	21	20	21	17	17
21	27	16	23	19	24	354	18	19	21	20	21	17	23	19	16
18	19	16	18	20	19	18	18	19	24	45	22	20	26	41	25
18	18	17	20	24	20	16	14	21	97	157	48	62	48	83	79
22	30	16	27	21	19	17	70	21	23	18	24	19	21	18	16
21	18	17	21	21	18	18	17	20	27	65	76	160	60	39	19
18	19	16	30	35	152	21	17	20	22	17	21	21	22	16	17
21	25	17	310	53	27	32	23	21	25	16	21	19	22	17	16
71	69	16	35	43	36	16	48	22	28	17	24	23	23	18	17
18	40	17	27	34	32	32	33	19	21	20	22	18	23	17	19
20	34	17	525	95	76	63	39	18	24	16	21	29	21	17	17
139	115	17	80	72	63	24	75	69	347	795	240	187	951	455	1942
18	68	17	99	74	86	60	33	19	21	19	21	20	23	18	18
20	27	15	21	18	18	16	138	19	22	17	21	19	20	17	19
23	30	16	22	21	18	20	335	21	46	418	34	28	32	26	32
47	135	17	57	27	25	23	2211	18	22	16	23	26	21	16	19
61	2685	16	106	102	90	70	187	26	22	17	22	53	33	18	19
103	17	18	29	25	21	18	20	43	24	16	23	28	21	15	23
31	18	16	22	28	19	16	15	20	1145	526	76	113	175	202	130
22	19	17	19	18	17	14	15	21	684	21	22	23	46	40	54
19	21	16	429	19	17	17	18	20	21	16	20	18	20	16	18
21	21	16	18	19	18	17	16	20	23	101	67	106	64	63	24
20	20	17	21	20	19	17	19	18	21	41	49	149	30	27	18
19	65	17	128	45	57	69	58	22	22	17	21	21	21	18	17
19	27	16	34	20	26	84	22	19	25	19	24	19	20	18	18
21	24	17	30	23	47	115	19	19	22	17	21	18	22	16	19
20	20	15	19	19	20	17	16	18	22	23	121	20	21	23	22
18	23	17	21	25	19	18	17	17	49	177	89	77	97	147	28
22	20	16	21	33	19	17	16	19	34	92	1162	380	94	121	40
177	42	15	38	30	23	17	20	82	22	17	25	30	25	19	20
20	25	17	46	73	209	29	18	19	24	18	22	19	22	17	17
19	20	16	20	23	18	18	17	19	25	62	86	397	60	32	18
19	58	16	47	36	252	50	20	18	24	19	20	26	18	17	16
18	21	17	18	18	17	19	17	21	23	114	69	74	40	38	21
475	1532	36	670	373	1560	910	1808	103	41	20	41	163	92	24	28
21	22	16	27	53	69	16	19	18	23	17	20	20	23	18	18
17	76	15	48	18	31	769	21	20	20	17	21	20	24	18	18
19	114	18	240	161	166	377	69	19	23	17	21	27	24	16	16
18	43	17	23	29	38	30	30	18	22	15	21	18	21	18	19
32	21	16	23	33	24	17	18	30	97	34	35	44	25	26	82
23	26	17	52	89	75	18	15	39	216	1378	1521	981	1799	1452	225
33	107	26	432	228	728	120	55	21	21	16	27	44	26	16	17
21	282	16	23	26	46	32	49	22	21	18	21	25	21	19	18
39	247	21	223	1296	363	278	265	21	22	14	26	46	27	16	18
21	34	16	31	26	61	48	19	20	24	16	20	23	20	17	19
21	20	16	21	23	19	16	17	18	40	53	27	24	31	71	69
19	19	16	23	21	18	18	16	22	24	33	23	81	63	19	15
18	19	18	22	21	18	17	16	22	23	30	22	18	22	19	236
18	19	16	21	18	20	17	16	20	48	57	26	24	25	27	26
19	19	15	22	20	17	17	19	20	22	88	92	129	50	39	21
140	60	15	46	64	70	20	41	52	22	16	39	32	26	17	16
19	36	16	33	38	31	61	41	21	22	18	22	19	21	20	18
17	19	16	20	19	17	16	16	20	90	102	23	26	31	30	30
18	19	16	20	19	19	18	16	19	30	62	34	38	70	62	20
19	20	15	23	20	17	18	18	20	22	197	39	19	26	29	18
20	23	15	21	23	18	17	18	18	41	33	22	19	24	26	82
21	31	16	21	19	20	17	482	21	23	15	19	19	21	17	17
17	20	17	21	19	18	17	17	19	22	57	43	68	39	26	18
21	17	15	19	21	17	18	18	20	47	100	35	48	44	81	56
70	60	15	51	26	20	16	18	39	20	15	18	31	34	18	18
46	20	15	28	24	17	18	16	125	22	17	21	20	25	15	23
25	162	21	419	688	103	79	40	19	23	17	22	38	22	18	18
20	29	15	21	28	365	17	18	21	23	16	20	23	19	16	19
21	18	16	20	22	19	15	17	21	178	24	22	19	25	23	24
28	21	15	31	31	20	16	15	21	395	171	86	130	123	176	199
18	54	16	61	26	24	17	31	21	22	16	20	21	23	18	18
20	127	17	23	22	27	18	30	20	25	15	21	22	22	18	16
19	23	16	19	18	17	163	17	18	20	16	21	20	20	16	18
28	164	23	419	360	354	232	82	20	20	17	26	34	23	16	16
19	21	15	20	18	18	19	17	23	23	205	69	21	33	44	21
20	19	16	168	77	26	26	18	19	23	18	21	19	19	18	18
19	20	16	21	23	21	14	19	20	84	95	49	43	30	50	559
19	66	15	68	27	37	35	38	21	23	17	20	26	18	18	20
27	22	15	30	20	18	17	13	21	211	28	23	37	73	44	57
21	18	16	23	21	19	16	18	18	23	61	54	21	27	25	17
20	77	17	58	35	42	53	28	22	24	18	19	19	23	18	16
19	30	16	55	31	31	35	24	20	23	18	22	21	18	15	17
20	27	15	27	221	80	18	19	18	24	18	21	25	20	19	19
20	19	17	20	19	18	17	17	20	32	117	50	48	100	115	32
311	21	15	20	21	18	16	16	19	22	16	20	20	19	18	21
20	23	17	714	166	40	40	24	19	20	19	25	33	22	18	20
20	18	16	21	21	19	18	18	20	27	34	21	20	22	17	399
23	20	15	23	27	18	16	16	20	120	23	19	28	35	20	34
62	24	15	34	21	18	16	17	277	26	17	24	30	34	19	32
22	34	16	26	18	19	17	96	21	25	16	20	20	20	16	21
20	19	15	21	19	18	17	19	19	26	92	23	22	27	29	25
21	19	15	22	21	19	16	15	19	26	38	26	19	68	61	18
19	22	16	22	17	19	17	15	19	22	46	175	24	26	42	23
21	29	16	63	40	51	40	20	19	22	16	21	18	21	16	19
20	60	15	46	42	22	45	141	20	22	16	22	19	20	17	17
22	18	17	20	20	20	16	18	22	74	53	21	25	38	24	31
22	22	17	538	19	16	16	18	19	24	16	20	18	22	18	18
18	19	16	97	27	21	19	17	20	21	18	21	22	22	15	17
23	20	17	25	264	22	19	17	17	24	16	20	22	21	16	19
19	19	16	22	19	19	19	15	21	39	46	30	22	24	30	95
18	20	16	23	31	18	18	16	18	21	57	239	250	43	39	20
21	708	16	20	22	37	15	32	19	22	16	19	19	21	17	16
19	20	17	20	22	32	16	19	21	51	92	41	20	24	33	50
22	38	16	30	21	19	15	319	19	24	16	20	19	22	19	18
20	252	16	22	21	24	18	19	20	20	17	21	20	21	16	16
20	66	16	38	25	23	39	38	19	22	17	22	21	19	16	15
246	20	17	24	25	29	16	18	29	23	20	20	21	21	18	17
20	21	16	21	17	17	16	20	19	30	50	24	19	21	185	22
201	20	15	19	20	17	19	17	23	22	16	21	18	20	19	19
19	21	16	60	82	35	20	19	20	21	20	22	20	21	17	17
21	21	16	20	22	39	16	18	25	83	48	41	40	23	24	196
21	29	16	722	426	233	37	23	20	22	17	21	31	22	18	19
122	28	17	22	25	23	18	20	42	25	18	21	23	20	16	19
29	119	15	61	39	27	32	958	18	23	17	22	24	24	17	17
20	21	16	18	20	19	15	19	19	46	28	24	24	22	23	58
21	35	16	22	23	816	16	18	17	22	17	20	21	21	15	19
19	19	15	22	19	18	17	17	21	26	48	21	21	164	19	17
22	19	17	19	19	19	18	19	21	24	98	64	78	48	42	19
19	21	16	21	20	18	16	19	19	23	28	21	18	24	138	16
21	44	18	64	23	36	52	43	20	21	17	21	21	20	17	16
20	22	16	23	20	19	16	17	18	50	229	76	91	85	109	49
20	24	17	171	99	193	36	29	18	23	17	19	28	21	16	16
19	19	16	21	19	21	17	17	22	41	42	39	20	21	31	326
128	106	15	86	48	37	20	29	54	23	17	21	42	37	16	17
20	20	15	20	21	20	17	15	18	42	86	36	19	27	346	30
21	89	16	32	33	35	16	77	19	23	19	18	22	22	16	19
18	20	17	19	23	31	16	18	23	118	232	97	63	77	505	945
19	73	17	51	37	58	112	47	21	22	16	22	20	22	18	17
20	18	16	20	20	17	14	18	21	58	85	30	34	30	46	54
23	20	16	22	20	17	16	16	20	111	17	21	22	25	21	37
22	20	16	21	20	18	18	19	18	156	17	20	22	33	24	40
21	21	16	19	19	18	16	19	18	29	82	30	27	147	78	17
20	21	14	20	20	17	18	19	19	20	27	25	28	58	24	18
26	83	17	78	22	38	23	109	19	20	16	21	24	23	19	18
1308	24	15	32	46	49	21	34	101	25	17	36	57	28	19	17
25	406	17	19	19	20	18	20	19	24	18	20	20	19	17	18
20	35	17	34	44	40	40	18	20	22	16	21	17	23	18	18
18	21	16	20	21	18	16	17	19	548	19	19	22	31	26	27
19	18	16	26	26	18	16	19	21	28	29	1009	465	36	66	24
20	18	15	24	30	20	14	14	20	33	56	24	20	1954	19	19
20	138	17	27	25	33	28	22	18	19	15	22	21	21	16	17
21	42	17	33	20	21	17	80	21	24	17	22	20	23	18	19
20	20	16	23	19	18	15	18	20	21	32	19	20	362	18	18
21	90	17	48	39	29	50	248	20	22	16	23	20	21	19	19
18	19	16	20	19	16	15	18	21	39	40	25	25	32	26	56
18	26	27	226	25	45	47	43	19	21	15	21	23	21	16	19
92	30	16	27	24	46	17	28	38	22	16	23	30	23	19	16
64	22	16	30	20	17	17	16	26	25	17	20	38	43	29	39
20	19	17	22	20	18	16	18	21	91	88	49	23	31	114	117
50	23	15	20	23	35	19	15	36	39	24	35	21	20	19	20
21	22	17	767	21	26	39	23	22	24	17	23	25	21	20	16
20	23	16	48	73	55	22	16	21	23	17	22	18	21	16	18
20	20	16	22	20	18	17	17	19	38	28	25	20	26	29	60
20	19	16	20	20	19	17	15	20	27	41	30	34	41	58	19
28	153	17	45	40	31	18	96	19	22	17	20	22	23	16	18
21	59	16	37	21	28	37	75	19	25	18	19	22	20	20	17
21	1732	15	21	25	46	29	44	19	20	17	24	21	19	19	17
19	20	16	547	20	22	20	19	20	24	16	18	19	21	16	17
20	67	17	22	19	25	20	20	21	21	19	23	20	21	17	19
21	20	15	18	20	17	17	16	21	134	16	21	20	25	23	24
20	95	17	36	44	28	17	43	22	23	16	21	23	22	16	18
19	19	17	21	21	18	17	17	21	25	40	22	21	139	16	18
18	19	17	20	20	16	16	20	19	26	47	26	26	37	82	34
17	22	17	19	21	21	352	18	21	20	16	20	20	23	15	19
20	17	17	21	27	24	16	15	19	23	63	49	215	101	28	19
20	24	17	64	250	59	28	18	21	25	18	21	19	23	18	19
20	353	15	23	22	23	21	34	18	21	19	22	19	24	18	20
20	17	16	22	19	16	16	16	20	23	81	40	21	32	27	17
18	19	16	714	19	19	21	18	20	23	18	20	21	21	18	19
20	22	16	20	23	20	17	18	21	37	278	103	96	577	169	26
18	21	15	17	20	18	17	16	20	47	893	56	39	52	49	33
21	21	17	20	19	20	15	16	19	23	23	681	24	23	43	21
22	1706	17	22	20	37	25	26	19	22	17	23	18	20	16	16
21	376	14	20	19	18	18	21	20	23	18	19	19	19	17	18
18	17	15	21	20	17	16	17	20	70	62	33	28	27	44	242
19	22	16	19	20	17	17	17	18	21	27	186	21	22	30	19
22	46	17	29	20	19	18	143	20	24	16	23	20	21	16	19
23	18	16	22	21	18	18	18	20	271	21	20	21	28	21	23
20	19	15	21	19	18	17	18	21	22	26	24	186	26	26	18
19	21	17	20	18	598	20	19	21	20	19	19	19	22	17	18
20	21	15	26	20	21	17	18	19	308	166	28	20	41	51	52
18	22	16	22	19	19	19	20	19	45	64	30	22	24	149	39
19	18	16	22	23	18	16	15	21	328	204	74	83	113	104	118
19	22	18	21	19	18	21	17	20	42	26	23	24	23	18	64
20	18	17	202	23	17	18	19	18	22	18	18	21	22	19	18
18	21	14	20	18	19	16	19	22	22	28	21	17	561	17	16
19	22	15	20	22	19	18	16	18	22	18	101	50	25	31	20
19	19	16	20	27	19	17	18	22	164	47	59	49	55	33	152
45	19	16	25	29	19	17	18	29	58	17	23	34	37	17	47
31	117	17	76	36	26	18	670	20	19	17	21	24	22	16	17
28	1054	17	47	70	56	45	136	19	25	19	22	30	21	19	17
19	21	17	20	19	17	20	18	19	22	27	21	19	21	17	237
21	21	16	21	28	19	14	15	19	25	29	44	499	34	34	17
19	21	16	22	23	18	16	16	20	23	44	27	180	54	20	19
20	20	15	20	20	19	17	20	20	28	2459	31	21	42	49	37
23	85	45	318	166	244	145	110	18	22	17	28	36	22	17	18
19	17	17	20	18	18	16	19	20	64	23	31	41	30	41	66
19	18	15	20	18	16	16	20	20	23	17	21	20	20	18	257
18	19	17	576	19	20	27	19	20	24	19	21	20	22	17	18
21	18	17	18	23	17	18	16	22	21	24	101	113	24	23	20
17	21	15	22	112	21	16	18	19	20	18	19	22	20	18	18
20	1111	15	22	20	18	19	21	19	22	16	18	21	20	16	18
20	20	15	471	19	21	28	18	19	24	16	20	23	20	16	17
21	20	17	18	21	18	17	19	21	21	29	47	89	39	32	16
20	21	17	21	20	18	17	17	18	22	19	20	20	22	18	371
19	33	17	30	20	19	18	264	22	23	16	20	19	23	15	19
975	20	15	25	23	30	18	26	46	53	19	36	31	24	19	26
26	19	15	32	19	20	17	18	19	709	22	21	30	49	48	42
24	18	16	19	20	19	17	19	21	202	22	22	38	59	33	53
19	27	17	31	68	162	17	18	21	24	15	21	22	21	19	18
19	28	15	51	65	156	49	19	19	23	16	20	26	19	15	18
19	18	16	17	18	17	16	15	18	22	52	54	23	21	24	19
19	22	16	26	20	19	16	285	18	23	18	20	20	21	18	19
19	21	17	20	19	17	17	16	21	24	16	20	632	21	18	19
18	36	15	36	24	36	80	19	19	22	17	21	18	20	16	17
21	21	17	21	18	18	18	15	18	49	85	48	47	63	118	30
18	22	17	176	19	21	21	18	19	24	16	20	21	25	17	17
